tenant,jtl_database,jtl_version,marketplace_sample_group,jtl_internal_order_id,jtl_order_number,external_order_number_masked,raw_platform,raw_payment,raw_shipping,shop_store_field,marketplace_account_field,jtl_ui_channel,jtl_ui_payment,postgres_channel,postgres_payment,expected_canonical_marketplace,expected_canonical_payment,evidence_source,evidence_strength,status,reviewer,reviewed_at_utc,notes
jtl desktop 3,,,eBay,jtl-id#a62873f149ea,order#b902936750d5,99-99999-99999,ebay.de,eBay Managed Payments,GLS 1,,,,,ebay.de,eBay Managed Payments,,,reporting_postgresql_read_only,candidate_only,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
jtl desktop 3,,,eBay,jtl-id#6181578e353e,order#03b2146a6662,99-99999-99999,ebay.de,eBay Managed Payments,GLS Paket,,,,,ebay.de,eBay Managed Payments,,,reporting_postgresql_read_only,candidate_only,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
jtl desktop 3,,,eBay,jtl-id#827cbae38add,order#fa6437e646ea,99-99999-99999,ebay.de,eBay Managed Payments,GLS Paket,,,,,ebay.de,eBay Managed Payments,,,reporting_postgresql_read_only,candidate_only,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
jtl desktop 3,,,eBay,jtl-id#398f884775d4,order#a224e1753d55,99-99999-99999,ebay.de,eBay Managed Payments,GLS Paket,,,,,ebay.de,eBay Managed Payments,,,reporting_postgresql_read_only,candidate_only,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
jtl desktop 3,,,eBay,jtl-id#0b7b472bfcb3,order#5d81730c174a,99-99999-99999,ebay.de,eBay Managed Payments,GLS Paket,,,,,ebay.de,eBay Managed Payments,,,reporting_postgresql_read_only,candidate_only,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
jtl desktop 3,,,eBay,jtl-id#9008046591fc,order#eb697e886e44,99-99999-99999,ebay.de,eBay Managed Payments,GLS 1,,,,,ebay.de,eBay Managed Payments,,,reporting_postgresql_read_only,candidate_only,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
jtl desktop 3,,,Onlineshop/Direct,jtl-id#9bdb2af67992,order#b83741266bdc,99999,onlineshop,Überweisung,DHL,,,,,onlineshop,Überweisung,,,reporting_postgresql_read_only,candidate_only,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
jtl desktop 3,,,Onlineshop/Direct,jtl-id#0fd42b3f73c4,order#fd9a0203bcca,99999,onlineshop,Überweisung,DHL,,,,,onlineshop,Überweisung,,,reporting_postgresql_read_only,candidate_only,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
jtl desktop 3,,,Onlineshop/Direct,jtl-id#9537f32ec759,order#f1e5330e6369,99999,onlineshop,Überweisung,DHL,,,,,onlineshop,Überweisung,,,reporting_postgresql_read_only,candidate_only,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
jtl desktop 3,,,Onlineshop/Direct,jtl-id#3346f2bbf6c3,order#b61b0daf6f70,99999,onlineshop,Unknown,DHL,,,,,onlineshop,Unknown,,,reporting_postgresql_read_only,candidate_only,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
jtl desktop 3,,,Onlineshop/Direct,jtl-id#482d9673cfee,order#5af393232541,99999,onlineshop,Unknown,DHL,,,,,onlineshop,Unknown,,,reporting_postgresql_read_only,candidate_only,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
jtl desktop 3,,,Onlineshop/Direct,jtl-id#1253e9373e78,order#ae5e6bfc3508,99999,onlineshop,Unknown,DHL,,,,,onlineshop,Unknown,,,reporting_postgresql_read_only,candidate_only,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
jtl desktop 3,,,Onlineshop/Direct,jtl-id#5ef6fdf32513,order#1bec4e2bb163,99999,onlineshop,Überweisung,DHL,,,,,onlineshop,Überweisung,,,reporting_postgresql_read_only,candidate_only,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
jtl desktop 3,,,Onlineshop/Direct,jtl-id#63f51f684f8c,order#92450fa41808,99999,onlineshop,Überweisung,DHL,,,,,onlineshop,Überweisung,,,reporting_postgresql_read_only,candidate_only,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
jtl desktop 3,,,Onlineshop/Direct,jtl-id#021638284be1,order#c522f84b7306,99999,onlineshop,Unknown,DHL,,,,,onlineshop,Unknown,,,reporting_postgresql_read_only,candidate_only,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
jtl desktop 3,,,Onlineshop/Direct,jtl-id#7cec036ae38d,order#accdd017c689,99999,onlineshop,Überweisung,DHL,,,,,onlineshop,Überweisung,,,reporting_postgresql_read_only,candidate_only,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
jtl desktop 3,,,Onlineshop/Direct,jtl-id#454f63ac30c8,order#2f4ec54932fd,99999,onlineshop,Überweisung,Versandkosten,,,,,onlineshop,Überweisung,,,reporting_postgresql_read_only,candidate_only,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
jtl desktop 3,,,Onlineshop/Direct,jtl-id#37834f2f2576,order#05b24d5571ed,99999,onlineshop,Überweisung,Versandkosten,,,,,onlineshop,Überweisung,,,reporting_postgresql_read_only,candidate_only,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
jtl desktop 3,,,Onlineshop/Direct,jtl-id#16dc368a89b4,order#f6d533aa8dad,99999,onlineshop,Überweisung,Versandkosten,,,,,onlineshop,Überweisung,,,reporting_postgresql_read_only,candidate_only,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
jtl desktop 3,,,Onlineshop/Direct,jtl-id#ad5736686512,order#861d9cb24a24,99999,onlineshop,Überweisung,Versandkosten,,,,,onlineshop,Überweisung,,,reporting_postgresql_read_only,candidate_only,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
jtl desktop 3,,,Onlineshop/Direct,jtl-id#8c1f1046219d,order#01a5ac6c5248,99999,onlineshop,Überweisung,Versandkosten,,,,,onlineshop,Überweisung,,,reporting_postgresql_read_only,candidate_only,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
jtl desktop 3,,,Onlineshop/Direct,jtl-id#29db0c6782db,order#ab01b91b5a81,99999,onlineshop,Überweisung,Versandkosten,,,,,onlineshop,Überweisung,,,reporting_postgresql_read_only,candidate_only,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
jtl desktop 3,,,Onlineshop/Direct,jtl-id#d6d824abba4a,order#c37a56c7fd2c,99999,onlineshop,Überweisung,Versandkosten,,,,,onlineshop,Überweisung,,,reporting_postgresql_read_only,candidate_only,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
jtl desktop 3,,,Onlineshop/Direct,jtl-id#7b1a278f5abe,order#ff51fc013b20,99999,onlineshop,Überweisung,Versandkosten,,,,,onlineshop,Überweisung,,,reporting_postgresql_read_only,candidate_only,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
jtl desktop 3,,,Onlineshop/Direct,jtl-id#ad48ff99415b,order#5e0631fc75e6,99999,onlineshop,Überweisung,Versandkosten,,,,,onlineshop,Überweisung,,,reporting_postgresql_read_only,candidate_only,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
jtl desktop 3,,,Onlineshop/Direct,jtl-id#e3d6c4d4599e,order#2c88b31b67d0,99999,onlineshop,Überweisung,Versandkosten,,,,,onlineshop,Überweisung,,,reporting_postgresql_read_only,candidate_only,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
jtl desktop 3,,,payment-only-unresolved,jtl-id#7dcf1501322b,order#6bcaea988250,,jtl-wawi,eBay Managed Payments,Lieferung an den Wunschort,,,,,jtl-wawi,eBay Managed Payments,,,reporting_postgresql_read_only,insufficient,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
jtl desktop 3,,,payment-only-unresolved,jtl-id#9966121111d0,order#6fc8f95bc646,,jtl-wawi,eBay Managed Payments,Paketversand,,,,,jtl-wawi,eBay Managed Payments,,,reporting_postgresql_read_only,insufficient,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
jtl desktop 3,,,payment-only-unresolved,jtl-id#9b5ce75faa96,order#5627b4a8f9ef,,jtl-wawi,eBay Managed Payments,GLS 1,,,,,jtl-wawi,eBay Managed Payments,,,reporting_postgresql_read_only,insufficient,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
jtl desktop 3,,,unresolved,jtl-id#01bcd26a9462,order#8ece6371b768,,jtl-wawi,Unknown,Unknown,,,,,jtl-wawi,Unknown,,,reporting_postgresql_read_only,insufficient,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
jtl desktop 3,,,unresolved,jtl-id#2716f8d3dc8c,order#a3ee76bc34cc,,jtl-wawi,Unknown,Unknown,,,,,jtl-wawi,Unknown,,,reporting_postgresql_read_only,insufficient,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
jtl desktop 3,,,unresolved,jtl-id#cff4f909408f,order#c39cb2c540b6,,jtl-wawi,Unknown,Unknown,,,,,jtl-wawi,Unknown,,,reporting_postgresql_read_only,insufficient,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
jtl desktop 3,,,unresolved,jtl-id#1ba131cd8a94,order#891b18b75944,,jtl-wawi,Unknown,Unknown,,,,,jtl-wawi,Unknown,,,reporting_postgresql_read_only,insufficient,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
jtl desktop 3,,,unresolved,jtl-id#d9152b6bf21f,order#40178c2ab799,,jtl-wawi,Unknown,Unknown,,,,,jtl-wawi,Unknown,,,reporting_postgresql_read_only,insufficient,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
jtl desktop 3,,,unresolved,jtl-id#ee2d28115588,order#231c10e69d17,,jtl-wawi,Unknown,Unknown,,,,,jtl-wawi,Unknown,,,reporting_postgresql_read_only,insufficient,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
jtl desktop 3,,,unresolved,jtl-id#f29baddbbdb6,order#3548657b4b4e,,jtl-wawi,Unknown,Unknown,,,,,jtl-wawi,Unknown,,,reporting_postgresql_read_only,insufficient,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
jtl desktop 3,,,unresolved,jtl-id#6cf57950d3bb,order#a338ed179728,,jtl-wawi,Unknown,Unknown,,,,,jtl-wawi,Unknown,,,reporting_postgresql_read_only,insufficient,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
jtl desktop 3,,,unresolved,jtl-id#c58c7cd0909b,order#78e73bb8808e,,jtl-wawi,Unknown,Unknown,,,,,jtl-wawi,Unknown,,,reporting_postgresql_read_only,insufficient,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
jtl desktop 3,,,unresolved,jtl-id#dd4a53ffcf3d,order#2e9a77d03f78,,jtl-wawi,Unknown,Unknown,,,,,jtl-wawi,Unknown,,,reporting_postgresql_read_only,insufficient,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
jtl desktop 3,,,unresolved,jtl-id#267e7e4409b3,order#fc5ef796c3ec,,jtl-wawi,Unknown,Unknown,,,,,jtl-wawi,Unknown,,,reporting_postgresql_read_only,insufficient,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
jtl desktop 3,,,unresolved,jtl-id#67d7748ce0e1,order#ccc0c17a6e73,,jtl-wawi,Unknown,Unknown,,,,,jtl-wawi,Unknown,,,reporting_postgresql_read_only,insufficient,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
jtl desktop 3,,,unresolved,jtl-id#84f7a789bf88,order#d4fe640d3106,,jtl-wawi,Unknown,Unknown,,,,,jtl-wawi,Unknown,,,reporting_postgresql_read_only,insufficient,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
jtl desktop 3,,,unresolved,jtl-id#66e9c3f858f1,order#176745748285,,jtl-wawi,Unknown,Unknown,,,,,jtl-wawi,Unknown,,,reporting_postgresql_read_only,insufficient,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
jtl desktop 3,,,unresolved,jtl-id#a3fd525328a1,order#ee7e99405d3d,,jtl-wawi,Unknown,Unknown,,,,,jtl-wawi,Unknown,,,reporting_postgresql_read_only,insufficient,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
jtl desktop 3,,,unresolved,jtl-id#3050fd91b6c1,order#7ac9206afbb2,,jtl-wawi,Unknown,Unknown,,,,,jtl-wawi,Unknown,,,reporting_postgresql_read_only,insufficient,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
jtl desktop 3,,,unresolved,jtl-id#cdf0e49e1b57,order#bf30ed96384d,,jtl-wawi,Unknown,Unknown,,,,,jtl-wawi,Unknown,,,reporting_postgresql_read_only,insufficient,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
jtl desktop 3,,,unresolved,jtl-id#95886ef1edfa,order#27e45cc8ec6d,,jtl-wawi,Unknown,GLS 1,,,,,jtl-wawi,Unknown,,,reporting_postgresql_read_only,insufficient,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
jtl desktop 3,,,unresolved,jtl-id#5f8114e6e490,order#5ad194e14481,,jtl-wawi,Unknown,GLS 1,,,,,jtl-wawi,Unknown,,,reporting_postgresql_read_only,insufficient,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
jtl desktop 3,,,unresolved,jtl-id#94dd49a4e5b4,order#c95118c20c20,,jtl-wawi,Unknown,Unknown,,,,,jtl-wawi,Unknown,,,reporting_postgresql_read_only,insufficient,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
